locus_tag,ftype,gene,product,Sample,Plasmid_ID,is_interesting
GCA_0080256951_plasm_00055,CDS,finO,Fertility inhibition protein,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00056,CDS,,hypothetical protein,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00057,CDS,,hypothetical protein,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00058,CDS,,hypothetical protein,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00059,CDS,,hypothetical protein,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00060,CDS,,hypothetical protein,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00061,CDS,,hypothetical protein,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00062,CDS,ail,Attachment invasion locus protein,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00063,CDS,yjiK,putative protein YjiK,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00064,CDS,,hypothetical protein,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00065,CDS,,hypothetical protein,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00066,CDS,,hypothetical protein,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00067,CDS,,hypothetical protein,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00068,CDS,traA,Pilin,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00069,CDS,traY,Relaxosome protein TraY,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00070,CDS,vsdE,Virulence protein vsdE,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00071,CDS,,hypothetical protein,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00072,CDS,,hypothetical protein,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00073,CDS,,IS200/IS605 family transposase ISEc46,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00074,CDS,,Invasin,GCA_008025695.1,plasmid_AB461,False
GCA_0080256951_plasm_00075,CDS,spvC,MAPK phosphothreonine lyase,GCA_008025695.1,plasmid_AB461,False
GCA_0081167651_plasm_00001,CDS,toxN,Endoribonuclease ToxN,GCA_008116765.1,plasmid_AA149,False
GCA_0081167651_plasm_00002,CDS,rop,Regulatory protein rop,GCA_008116765.1,plasmid_AA149,False
GCA_0081167651_plasm_00003,CDS,mbeC,Mobilization protein MbeC,GCA_008116765.1,plasmid_AA149,False
GCA_0081167651_plasm_00004,CDS,mbeA,DNA relaxase MbeA,GCA_008116765.1,plasmid_AA149,False
GCA_0081167651_plasm_00005,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AA149,False
GCA_0081167651_plasm_00006,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AA149,False
GCA_0081167651_plasm_00007,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AA149,False
GCA_0081167651_plasm_00001,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00002,CDS,,Tn3 family transposase Tn2,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00003,CDS,tnpR_1,Transposon Tn3 resolvase,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00004,CDS,bla_1,Beta-lactamase TEM,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00005,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00006,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00007,CDS,,IS6 family transposase IS26,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00008,CDS,virB4_1,Type IV secretion system protein virB4,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00009,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00010,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00011,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00012,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00013,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00014,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00015,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00016,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00017,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00018,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00019,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00020,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00021,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00022,CDS,dnaJ,Chaperone protein DnaJ,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00023,CDS,relE,mRNA interferase toxin RelE,GCA_008116765.1,plasmid_AB712,True
GCA_0081167651_plasm_00024,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00025,CDS,pir,PI protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00026,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00027,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00028,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00029,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00030,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00031,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00032,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00033,CDS,bin3_1,Putative transposon Tn552 DNA-invertase bin3,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00034,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00035,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00036,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00037,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00038,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00039,CDS,bin3_2,Putative transposon Tn552 DNA-invertase bin3,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00040,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00041,CDS,,Tn3 family transposase Tn2,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00042,CDS,tnpR_2,Transposon Tn3 resolvase,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00043,CDS,bla_2,Beta-lactamase TEM,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00044,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00045,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00046,CDS,,IS6 family transposase IS26,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00047,CDS,virB4_2,Type IV secretion system protein virB4,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00048,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00049,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00050,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00051,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0081167651_plasm_00052,CDS,,hypothetical protein,GCA_008116765.1,plasmid_AB712,False
GCA_0089132251_plasm_00001,CDS,merA,Mercuric reductase,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00002,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00003,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00004,CDS,emrE,Multidrug transporter EmrE,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00005,CDS,ant1,Streptomycin 3''-adenylyltransferase,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00006,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00007,CDS,xerC,Tyrosine recombinase XerC,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00008,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00009,CDS,hin,DNA-invertase hin,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00010,CDS,,Tn3 family transposase TnAs3,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00011,CDS,bla,Beta-lactamase TEM,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00012,CDS,tnpR,Transposon Tn3 resolvase,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00013,CDS,,Tn3 family transposase Tn2,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00014,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00015,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00016,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00017,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00018,CDS,bin3,Putative transposon Tn552 DNA-invertase bin3,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00019,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00020,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00021,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00022,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00023,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00024,CDS,pir,PI protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00025,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00026,CDS,relE,mRNA interferase toxin RelE,GCA_008913225.1,plasmid_AB233,True
GCA_0089132251_plasm_00027,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00028,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00029,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00030,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00031,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00032,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00033,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00034,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00035,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00036,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00037,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00038,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00039,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00040,CDS,virB4,Type IV secretion system protein virB4,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00041,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00042,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00043,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00044,CDS,ptlE,Type IV secretion system protein PtlE,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00045,CDS,virB9,Type IV secretion system protein virB9,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00046,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00047,CDS,,Type IV secretion system protein VirB11,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00048,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00049,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00050,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00051,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00052,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00053,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00054,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00055,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00056,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00057,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00058,CDS,topB,DNA topoisomerase 3,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00059,CDS,ymoA,Modulating protein YmoA,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00060,CDS,stpA,DNA-binding protein StpA,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00061,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00062,CDS,,ISL3 family transposase ISStma11,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00063,CDS,merT,Mercuric transport protein MerT,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00064,CDS,merP,Mercuric transport protein periplasmic component,GCA_008913225.1,plasmid_AB233,False
GCA_0089132251_plasm_00001,CDS,tnpR,Transposon Tn3 resolvase,GCA_008913225.1,plasmid_AB947,False
GCA_0089132251_plasm_00002,CDS,bla,Beta-lactamase TEM,GCA_008913225.1,plasmid_AB947,False
GCA_0089132251_plasm_00003,CDS,,hypothetical protein,GCA_008913225.1,plasmid_AB947,False
GCA_0089132251_plasm_00004,CDS,ant1,Streptomycin 3''-adenylyltransferase,GCA_008913225.1,plasmid_AB947,False
GCA_0090743451_plasm_00001,CDS,traJ,Protein TraJ,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00002,CDS,traM,Relaxosome protein TraM,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00003,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00004,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00005,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00006,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00007,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00008,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00009,CDS,umuD,Protein UmuD,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00010,CDS,umuC_1,Protein UmuC,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00011,CDS,umuC_2,Protein UmuC,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00012,CDS,virB,Virulence regulon transcriptional activator VirB,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00013,CDS,parA,Plasmid partition protein A,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00014,CDS,,ISNCY family transposase ISSen7,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00015,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00016,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00017,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00018,CDS,smc,Chromosome partition protein Smc,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00019,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00020,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00021,CDS,hin,DNA-invertase hin,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00022,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00023,CDS,,IS481 family transposase ISAzs36,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00024,CDS,,IS630 family transposase ISEc33,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00025,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00026,CDS,mkaC,Virulence genes transcriptional activator,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00027,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00028,CDS,mkaB,28.1 kDa virulence protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00029,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00030,CDS,spvB,Mono(ADP-ribosyl)transferase SpvB,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00031,CDS,spvC,MAPK phosphothreonine lyase,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00032,CDS,vsdE,Virulence protein vsdE,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00033,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00034,CDS,,IS200/IS605 family transposase ISEc46,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00035,CDS,,Invasin,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00036,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00037,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00038,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00039,CDS,pdeL,Cyclic di-GMP phosphodiesterase PdeL,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00040,CDS,xerC,Tyrosine recombinase XerC,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00041,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00042,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00043,CDS,ccdB,Toxin CcdB,GCA_009074345.1,plasmid_AB461,True
GCA_0090743451_plasm_00044,CDS,ccdA,Antitoxin CcdA,GCA_009074345.1,plasmid_AB461,True
GCA_0090743451_plasm_00045,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00046,CDS,repB,RepFIB replication protein A,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00047,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00048,CDS,papB,Major pilu subunit operon regulatory protein PapB,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00049,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00050,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00051,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00052,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00053,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00054,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00055,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00056,CDS,finO,Fertility inhibition protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00057,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00058,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00059,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00060,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00061,CDS,,hypothetical protein,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00062,CDS,traA,Pilin,GCA_009074345.1,plasmid_AB461,False
GCA_0090743451_plasm_00063,CDS,traY,Relaxosome protein TraY,GCA_009074345.1,plasmid_AB461,False
GCA_0092271651_plasm_00001,CDS,virB,Virulence regulon transcriptional activator VirB,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00002,CDS,parA,Plasmid partition protein A,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00003,CDS,,ISNCY family transposase ISSen7,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00004,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00005,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00006,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00007,CDS,smc,Chromosome partition protein Smc,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00008,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00009,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00010,CDS,hin,DNA-invertase hin,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00011,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00012,CDS,,IS481 family transposase ISAzs36,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00013,CDS,,IS630 family transposase ISEc33,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00014,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00015,CDS,mkaC,Virulence genes transcriptional activator,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00016,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00017,CDS,mkaB,28.1 kDa virulence protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00018,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00019,CDS,spvB,Mono(ADP-ribosyl)transferase SpvB,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00020,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00021,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00022,CDS,pdeL,Cyclic di-GMP phosphodiesterase PdeL,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00023,CDS,xerC,Tyrosine recombinase XerC,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00024,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00025,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00026,CDS,ccdB,Toxin CcdB,GCA_009227165.1,plasmid_AB461,True
GCA_0092271651_plasm_00027,CDS,ccdA,Antitoxin CcdA,GCA_009227165.1,plasmid_AB461,True
GCA_0092271651_plasm_00028,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00029,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00030,CDS,repB,RepFIB replication protein A,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00031,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00032,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00033,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00034,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00035,CDS,finO,Fertility inhibition protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00036,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00037,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00038,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00039,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00040,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00041,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00042,CDS,ail,Attachment invasion locus protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00043,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00044,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00045,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00046,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00047,CDS,,hypothetical protein,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00048,CDS,traA,Pilin,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00049,CDS,traY,Relaxosome protein TraY,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00050,CDS,,IS200/IS605 family transposase ISEc46,GCA_009227165.1,plasmid_AB461,False
GCA_0092271651_plasm_00051,CDS,,Invasin,GCA_009227165.1,plasmid_AB461,False
GCA_0095076751_plasm_00001,CDS,,hypothetical protein,GCA_009507675.1,plasmid_AA668,False
GCA_0095076751_plasm_00002,CDS,,hypothetical protein,GCA_009507675.1,plasmid_AA668,False
