#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,Food origin,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types,Outbreak
"Salmonella enterica","FSIS11918571","""FSIS11918571"",""SRS4483828""","Enteritidis","PDT000477111.2","2019-03-13T17:55:47Z","USA:OH","raw intact chicken","environmental/other","USA:OH","PDS000065758.1669",0,0,"SAMN11116148","GCA_006684485.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11918352","""FSIS11918352"",""SRS4483840""","Enteritidis","PDT000477123.2","2019-03-13T17:55:48Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000030237.1646",2,2,"SAMN11115989","GCA_006836605.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11918348","""FSIS11918348"",""SRS4483856""","Enteritidis","PDT000477139.2","2019-03-13T17:55:51Z","USA:KY","raw intact chicken","environmental/other","USA:KY","PDS000030237.1646",2,2,"SAMN11116127","GCA_006836785.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21923668","""FSIS21923668"",""SRS4500172""","Enteritidis","PDT000479447.2","2019-03-18T15:00:06Z","USA:FL","comminuted chicken","environmental/other","USA:FL","PDS000083226.1089",3,1,"SAMN11158412","GCA_006807005.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21923671","""FSIS21923671"",""SRS4500185""","Enteritidis","PDT000479460.2","2019-03-18T15:00:09Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000065758.1669",4,3,"SAMN11158415","GCA_006806985.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11918904","""FSIS11918904"",""SRS4503231""","Enteritidis","PDT000479546.2","2019-03-18T18:55:55Z","USA:AR","comminuted chicken","environmental/other","USA:AR","PDS000032668.1668",4,5,"SAMN11129367","GCA_006836565.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11918912","""FSIS11918912"",""SRS4503233""","Enteritidis","PDT000479548.2","2019-03-18T18:55:55Z","USA:AR","comminuted chicken","environmental/other","USA:AR","PDS000032668.1668",0,3,"SAMN11129372","GCA_006748265.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11918959","""FSIS11918959"",""SRS4510946""","Enteritidis","PDT000479800.2","2019-03-19T22:58:20Z","USA:AR","comminuted chicken","environmental/other","USA:AR","PDS000030237.1646",5,11,"SAMN11173224","GCA_006748545.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11918917","""FSIS11918917"",""SRS4510948""","Enteritidis","PDT000479802.2","2019-03-19T22:58:20Z","USA:KS","comminuted chicken","environmental/other","USA:KS","PDS000030237.1646",4,5,"SAMN11173218","GCA_006684585.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11918973","""FSIS11918973"",""SRS4510961""","Enteritidis","PDT000479812.2","2019-03-19T22:58:22Z","USA:GA","comminuted chicken","environmental/other","USA:GA","PDS000030237.1646",0,0,"SAMN11173445","GCA_006684545.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11918974","""FSIS11918974"",""SRS4510962""","Enteritidis","PDT000479813.2","2019-03-19T22:58:22Z","USA:MS","raw intact chicken","environmental/other","USA:MS","PDS000246039.3",4,2,"SAMN11173446","GCA_006684645.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11918977","""FSIS11918977"",""SRS4510964""","Enteritidis","PDT000479815.2","2019-03-19T22:58:23Z","USA:MI","comminuted chicken","environmental/other","USA:MI","PDS000065758.1669",1,1,"SAMN11173449","GCA_006683645.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11918997","""FSIS11918997"",""SRS4510978""","Enteritidis","PDT000479822.2","2019-03-20T00:58:39Z","USA:WA","raw intact chicken","environmental/other",,"PDS000030237.1646",2,9,"SAMN11173474","GCA_006747345.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919066","""FSIS11919066"",""SRS4511257""","Enteritidis","PDT000479823.2","2019-03-20T00:58:39Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000083226.1089",5,5,"SAMN11173478","GCA_006836165.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919074","""FSIS11919074"",""SRS4511258""","Enteritidis","PDT000479824.2","2019-03-20T00:58:40Z","USA:TX","comminuted chicken","environmental/other","USA:TX","PDS000032668.1668",4,6,"SAMN11173485","GCA_006683395.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919070","""FSIS11919070"",""SRS4511263""","Enteritidis","PDT000479829.2","2019-03-20T00:58:40Z","USA:KY","chicken carcass","environmental/other","USA:KY","PDS000030237.1646",2,1,"SAMN11173481","GCA_006748165.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919067","""FSIS11919067"",""SRS4511305""","Enteritidis","PDT000479833.2","2019-03-20T00:58:41Z","USA:NC","chicken carcass","environmental/other","USA:NC","PDS000030237.1646",4,1,"SAMN11173479","GCA_006684725.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919072","""FSIS11919072"",""SRS4511308""","Enteritidis","PDT000479836.2","2019-03-20T00:58:41Z","USA:AR","comminuted chicken","environmental/other","USA:AR","PDS000032668.1668",2,5,"SAMN11173483","GCA_006836925.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919061","""FSIS11919061"",""SRS4511310""","Enteritidis","PDT000479838.2","2019-03-20T00:58:42Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000083226.1089",3,2,"SAMN11173459","GCA_006837025.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919058","""FSIS11919058"",""SRS4511312""","Enteritidis","PDT000479840.2","2019-03-20T00:58:42Z","USA:TX","raw intact chicken","environmental/other","USA:TX","PDS000030237.1646",6,4,"SAMN11173456","GCA_006748525.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919056","""FSIS11919056"",""SRS4511314""","Enteritidis","PDT000479842.2","2019-03-20T00:58:42Z","USA:NC","raw intact chicken","environmental/other","USA:NC","PDS000030237.1646",3,2,"SAMN11173454","GCA_006684805.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919059","""FSIS11919059"",""SRS4511315""","Enteritidis","PDT000479843.2","2019-03-20T00:58:43Z","USA:FL","raw intact chicken","environmental/other","USA:FL","PDS000083226.1089",1,2,"SAMN11173457","GCA_006837045.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21923699","""FSIS21923699"",""SRS4522043""","Enteritidis","PDT000481268.2","2019-03-22T12:56:10Z","USA:MA","raw intact chicken","environmental/other","USA:MA","PDS000065758.1669",1,1,"SAMN11231331","GCA_006748625.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919273","""FSIS11919273"",""SRS4524668""","Enteritidis","PDT000481356.2","2019-03-22T20:56:08Z","USA:NC","raw intact chicken","environmental/other","USA:NC","PDS000030237.1646",3,4,"SAMN11234183","GCA_006685325.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919276","""FSIS11919276"",""SRS4524669""","Enteritidis","PDT000481357.1","2019-03-22T20:56:08Z","USA:KY","raw intact chicken","environmental/other","USA:KY","PDS000030237.1646",6,6,"SAMN11234186",,"mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919225","""FSIS11919225"",""SRS4525566""","Enteritidis","PDT000481399.1","2019-03-22T20:56:15Z","USA:KY","raw intact chicken","environmental/other","USA:KY","PDS000030237.1646",3,3,"SAMN11234181","GCA_016270165.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21923764","""FSIS21923764"",""SRS4530209""","Enteritidis","PDT000482042.2","2019-03-25T14:01:13Z","USA:NC","raw intact chicken","environmental/other","USA:NC","PDS000030237.1646",1,0,"SAMN11246961","GCA_006748705.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21923753","""FSIS21923753"",""SRS4530236""","Enteritidis","PDT000482049.2","2019-03-25T14:01:14Z","USA:IN","raw intact chicken","environmental/other","USA:IN","PDS000030237.1646",2,4,"SAMN11246952","GCA_006807365.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21923772","""FSIS21923772"",""SRS4530238""","Enteritidis","PDT000482051.2","2019-03-25T14:01:15Z","USA:LA","comminuted chicken","environmental/other","USA:LA","PDS000030237.1646",9,2,"SAMN11246968","GCA_006807025.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901701","""FSIS31901701"",""SRS4536580""","Enteritidis","PDT000482498.2","2019-03-25T20:57:25Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000083226.1089",1,1,"SAMN11250922","GCA_006749145.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901699","""FSIS31901699"",""SRS4536589""","Enteritidis","PDT000482499.1","2019-03-25T20:57:25Z","USA:OH","raw intact chicken","environmental/other","USA:OH","PDS000065758.1669",2,2,"SAMN11250920",,"gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919069","""FSIS11919069"",""SRS4536814""","Enteritidis","PDT000482504.2","2019-03-25T22:56:14Z","USA:KY","raw intact chicken","environmental/other","USA:KY","PDS000030237.1646",4,2,"SAMN11252340","GCA_006749165.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919296","""FSIS11919296"",""SRS4545738""","Enteritidis","PDT000483410.2","2019-03-27T19:57:03Z","USA:NY","comminuted chicken","environmental/other","USA:NY","PDS000065758.1669",0,0,"SAMN11267716","GCA_006682825.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919292","""FSIS11919292"",""SRS4545874""","Enteritidis","PDT000483451.2","2019-03-27T21:55:39Z","USA:TX","raw intact chicken","environmental/other","USA:TX","PDS000083226.1089",3,1,"SAMN11267712","GCA_006749785.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919209","""FSIS11919209"",""SRS4545897""","Enteritidis","PDT000483474.2","2019-03-27T21:55:43Z","USA:WI","comminuted chicken","environmental/other","USA:WI","PDS000032669.436",2,3,"SAMN11267689","GCA_006749035.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901733","""FSIS31901733"",""SRS4550726""","Enteritidis","PDT000483954.2","2019-03-28T22:55:19Z","USA:OH","chicken carcass","environmental/other","USA:OH","PDS000065758.1669",0,0,"SAMN11281748","GCA_006749865.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21923825","""FSIS21923825"",""SRS4563991""","Enteritidis","PDT000484755.2","2019-04-01T17:57:51Z","USA:WI","comminuted chicken","environmental/other","USA:WI","PDS000032669.436",8,7,"SAMN11301414","GCA_006685405.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21923829","""FSIS21923829"",""SRS4563993""","Enteritidis","PDT000484757.2","2019-04-01T17:57:51Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000030237.1646",1,3,"SAMN11301418","GCA_006685045.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901745","""FSIS31901745"",""SRS4572757""","Enteritidis","PDT000485542.2","2019-04-02T22:57:24Z","USA:TN","raw intact chicken","environmental/other","USA:TN","PDS000030237.1646",4,13,"SAMN11320605","GCA_006808245.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901737","""FSIS31901737"",""SRS4572763""","Enteritidis","PDT000485548.2","2019-04-02T22:57:25Z","USA:WA","raw intact chicken","environmental/other",,"PDS000083226.1089",0,1,"SAMN11320597","GCA_006807925.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919467","""FSIS11919467"",""SRS4572789""","Enteritidis","PDT000485574.2","2019-04-02T22:57:30Z","USA:FL","raw intact chicken","environmental/other","USA:FL","PDS000032669.436",5,4,"SAMN11320658","GCA_006808705.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919473","""FSIS11919473"",""SRS4572807""","Enteritidis","PDT000485592.2","2019-04-02T22:57:33Z","USA:OH","raw intact chicken","environmental/other","USA:OH","PDS000065758.1669",3,3,"SAMN11320664","GCA_006749105.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919472","""FSIS11919472"",""SRS4572815""","Enteritidis","PDT000485600.2","2019-04-02T22:57:34Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000030237.1646",1,1,"SAMN11320663","GCA_006749605.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21923889","""FSIS21923889"",""SRS4574048""","Enteritidis","PDT000485798.2","2019-04-03T12:57:08Z","USA:MS","comminuted chicken","environmental/other","USA:MS","PDS000083226.1089",1,0,"SAMN11322248","GCA_006809155.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21923891","""FSIS21923891"",""SRS4574050""","Enteritidis","PDT000485799.2","2019-04-03T12:57:08Z","USA:GA","comminuted chicken","environmental/other","USA:GA","PDS000030237.1646",5,4,"SAMN11322249","GCA_006750225.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21923892","""FSIS21923892"",""SRS4574053""","Enteritidis","PDT000485812.2","2019-04-03T13:57:02Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000083226.1089",1,0,"SAMN11322250","GCA_006750285.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21923893","""FSIS21923893"",""SRS4574100""","Enteritidis","PDT000485827.2","2019-04-03T13:57:04Z","USA:AR","chicken carcass","environmental/other","USA:AR","PDS000030237.1646",3,1,"SAMN11322251","GCA_006837525.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901765","""FSIS31901765"",""SRS4590149""","Enteritidis","PDT000486168.1","2019-04-04T21:57:25Z","USA:TN","raw intact chicken","environmental/other","USA:TN","PDS000030237.1646",0,0,"SAMN11347675",,"mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919737","""FSIS11919737"",""SRS4597524""","Enteritidis","PDT000487037.2","2019-04-08T19:03:53Z","USA:NC","raw intact chicken","environmental/other","USA:NC","PDS000030237.1646",6,1,"SAMN11357596","GCA_006685705.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919694","""FSIS11919694"",""SRS4598161""","Enteritidis","PDT000487056.2","2019-04-08T21:02:16Z","USA:CA","Comminuted Turkey","environmental/other","USA:CA","PDS000032668.1668",0,0,"SAMN11357591","GCA_006750385.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901788","""FSIS31901788"",""SRS4613290""","Enteritidis","PDT000488869.2","2019-04-11T20:55:50Z","USA:KY","comminuted chicken","environmental/other","USA:KY","PDS000030237.1646",16,2,"SAMN11399023","GCA_006750585.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901796","""FSIS31901796"",""SRS4613294""","Enteritidis","PDT000488873.2","2019-04-11T20:55:51Z","USA:AR","chicken carcass","environmental/other","USA:AR","PDS000083226.1089",0,0,"SAMN11399031","GCA_006750825.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21923890","""FSIS21923890"",""SRS4616406""","Enteritidis","PDT000489502.2","2019-04-12T15:55:44Z","USA:NC","comminuted chicken","environmental/other","USA:NC","PDS000065758.1669",1,1,"SAMN11403754","GCA_006685925.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21923898","""FSIS21923898"",""SRS4616429""","Enteritidis","PDT000489507.2","2019-04-12T15:55:45Z","USA:KY","chicken carcass","environmental/other","USA:KY","PDS000030237.1646",8,3,"SAMN11403755","GCA_006750805.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21923857","""FSIS21923857"",""SRS4616430""","Enteritidis","PDT000489508.2","2019-04-12T15:55:45Z","USA:OH","raw intact chicken","environmental/other","USA:OH","PDS000065758.1669",2,2,"SAMN11403753","GCA_006809535.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21923972","""FSIS21923972"",""SRS4623197""","Enteritidis","PDT000490312.2","2019-04-15T16:53:41Z","USA:IL","raw intact chicken","environmental/other","USA:IL","PDS000030237.1646",7,8,"SAMN11417564","GCA_006686605.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901653","""FSIS31901653"",""SRS4625059""","Enteritidis","PDT000490449.2","2019-04-15T19:53:38Z","USA:MN","chicken carcass","environmental/other","USA:MN","PDS000030237.1646",3,4,"SAMN11418571","GCA_006837325.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919982","""FSIS11919982"",""SRS4636181""","Enteritidis","PDT000491082.2","2019-04-16T21:56:19Z","USA:NC","comminuted chicken","environmental/other","USA:NC","PDS000065758.1669",1,1,"SAMN11439870","GCA_006686165.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919894","""FSIS11919894"",""SRS4644086""","Enteritidis","PDT000491335.2","2019-04-17T17:55:01Z","USA:WA","raw intact chicken","environmental/other",,"PDS000032668.1668",4,2,"SAMN11456352","GCA_006809765.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919969","""FSIS11919969"",""SRS4644446""","Enteritidis","PDT000491426.2","2019-04-17T20:55:02Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000030237.1646",4,4,"SAMN11456469","GCA_006749365.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919911","""FSIS11919911"",""SRS4645985""","Enteritidis","PDT000491638.2","2019-04-18T14:56:39Z","USA:NY","raw intact chicken","environmental/other","USA:NY","PDS000030237.1646",1,1,"SAMN11457987","GCA_006686305.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11919522","""FSIS11919522"",""SRS4645992""","Enteritidis","PDT000491643.2","2019-04-18T14:56:41Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000032669.436",2,2,"SAMN11457974","GCA_006836965.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901828","""FSIS31901828"",""SRS4649875""","Enteritidis","PDT000492005.2","2019-04-19T12:53:40Z","USA:NC","comminuted chicken","environmental/other","USA:NC","PDS000065758.1669",2,2,"SAMN11465170","GCA_006837805.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21923974","""FSIS21923974"",""SRS4652308""","Enteritidis","PDT000492521.2","2019-04-20T04:54:01Z","USA:MD","raw intact chicken","environmental/other","USA:MD","PDS000083226.1089",2,1,"SAMN11469257","GCA_006810085.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901847","""FSIS31901847"",""SRS4661078""","Enteritidis","PDT000494366.2","2019-04-23T03:56:03Z","USA:MS","comminuted chicken","environmental/other","USA:MS","PDS000083226.1089",6,5,"SAMN11477204","GCA_006686825.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901848","""FSIS31901848"",""SRS4661081""","Enteritidis","PDT000494369.2","2019-04-23T03:56:04Z","USA:MD","chicken carcass","environmental/other","USA:MD","PDS000083226.1089",3,3,"SAMN11477205","GCA_006838785.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924117","""FSIS21924117"",""SRS4664835""","Enteritidis","PDT000494880.2","2019-04-23T21:55:55Z","USA:MS","raw intact chicken","environmental/other","USA:MS","PDS000030237.1646",13,4,"SAMN11483362","GCA_006837985.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11920298","""FSIS11920298"",""SRS4668049""","Enteritidis","PDT000495134.2","2019-04-24T17:55:23Z","USA:TX","chicken carcass","environmental/other","USA:TX","PDS000030237.1646",6,6,"SAMN11491002","GCA_006687385.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11920337","""FSIS11920337"",""SRS4668869""","Enteritidis","PDT000495272.2","2019-04-24T19:54:22Z","USA:MS","comminuted chicken","environmental/other","USA:MS","PDS000083226.1089",3,2,"SAMN11491735","GCA_006686275.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11920171","""FSIS11920171"",""SRS4669160""","Enteritidis","PDT000495390.2","2019-04-24T21:55:28Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000030237.1646",1,1,"SAMN11491683","GCA_006686255.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11920169","""FSIS11920169"",""SRS4669183""","Enteritidis","PDT000495397.2","2019-04-24T21:55:29Z","USA:MD","raw intact chicken","environmental/other","USA:MD","PDS000065758.1669",3,3,"SAMN11491681","GCA_006751645.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11920177","""FSIS11920177"",""SRS4669754""","Enteritidis","PDT000495399.2","2019-04-24T21:55:30Z","USA:PR","comminuted chicken","environmental/other","USA:PR","PDS000083226.1089",0,1,"SAMN11491689","GCA_006837625.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924048","""FSIS21924048"",""SRS4695045""","Enteritidis","PDT000496101.2","2019-04-27T15:56:45Z","USA:NC","chicken carcass","environmental/other","USA:NC","PDS000030237.1646",5,3,"SAMN11520174","GCA_006838125.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924153","""FSIS21924153"",""SRS4697601""","Enteritidis","PDT000496182.2","2019-04-29T13:58:31Z","USA:NC","comminuted chicken","environmental/other","USA:NC","PDS000065758.1669",1,1,"SAMN11525681","GCA_006687225.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924154","""FSIS21924154"",""SRS4697608""","Enteritidis","PDT000496189.2","2019-04-29T13:58:32Z","USA:AZ","raw intact chicken","environmental/other","USA:AZ","PDS000030237.1646",8,6,"SAMN11525682","GCA_006810445.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11920345","""FSIS11920345"",""SRS4712248""","Enteritidis","PDT000497138.2","2019-05-01T21:52:00Z","USA:FL","chicken carcass","environmental/other","USA:FL","PDS000083226.1089",1,1,"SAMN11553489","GCA_006753425.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11920347","""FSIS11920347"",""SRS4712249""","Enteritidis","PDT000497140.2","2019-05-01T21:52:01Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000246039.3",2,2,"SAMN11553491","GCA_006810685.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
